nome_algoritmo,cenario,tamanho_amostra,tempo_execucao_microsegundos,id_hardware,processador,ram,sistema_operacional,Intervalos de confiança,Média,Desvio padrão
Shell Sort,4,500000,931,1,AMD Ryzen 5 5500,16,Windows 10,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,53,1,AMD Ryzen 5 5500,16,Windows 10,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,36,1,AMD Ryzen 5 5500,16,Windows 10,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,3,1,AMD Ryzen 5 5500,16,Windows 10,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4098,1,AMD Ryzen 5 5500,16,Windows 10,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,1,1,AMD Ryzen 5 5500,16,Windows 10,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,30,1,AMD Ryzen 5 5500,16,Windows 10,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,94363,1,AMD Ryzen 5 5500,16,Windows 10,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,12,1,AMD Ryzen 5 5500,16,Windows 10,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,27,1,AMD Ryzen 5 5500,16,Windows 10,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,6,1,AMD Ryzen 5 5500,16,Windows 10,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,3004,1,AMD Ryzen 5 5500,16,Windows 10,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,1,AMD Ryzen 5 5500,16,Windows 10,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,39,1,AMD Ryzen 5 5500,16,Windows 10,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,66389,1,AMD Ryzen 5 5500,16,Windows 10,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,11,1,AMD Ryzen 5 5500,16,Windows 10,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,10,1,AMD Ryzen 5 5500,16,Windows 10,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,6,1,AMD Ryzen 5 5500,16,Windows 10,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,13,1,AMD Ryzen 5 5500,16,Windows 10,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,61,1,AMD Ryzen 5 5500,16,Windows 10,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,31,1,AMD Ryzen 5 5500,16,Windows 10,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,63,1,AMD Ryzen 5 5500,16,Windows 10,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,4,1,AMD Ryzen 5 5500,16,Windows 10,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,29,1,AMD Ryzen 5 5500,16,Windows 10,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,21,1,AMD Ryzen 5 5500,16,Windows 10,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,63,1,AMD Ryzen 5 5500,16,Windows 10,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,211,1,AMD Ryzen 5 5500,16,Windows 10,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,193,1,AMD Ryzen 5 5500,16,Windows 10,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,795,1,AMD Ryzen 5 5500,16,Windows 10,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,37,1,AMD Ryzen 5 5500,16,Windows 10,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,3,1,AMD Ryzen 5 5500,16,Windows 10,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3843,1,AMD Ryzen 5 5500,16,Windows 10,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,1,1,AMD Ryzen 5 5500,16,Windows 10,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,24,1,AMD Ryzen 5 5500,16,Windows 10,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,95333,1,AMD Ryzen 5 5500,16,Windows 10,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,7,1,AMD Ryzen 5 5500,16,Windows 10,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,28,1,AMD Ryzen 5 5500,16,Windows 10,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,3,1,AMD Ryzen 5 5500,16,Windows 10,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2753,1,AMD Ryzen 5 5500,16,Windows 10,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,1,AMD Ryzen 5 5500,16,Windows 10,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,35,1,AMD Ryzen 5 5500,16,Windows 10,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,66913,1,AMD Ryzen 5 5500,16,Windows 10,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,11,1,AMD Ryzen 5 5500,16,Windows 10,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,10,1,AMD Ryzen 5 5500,16,Windows 10,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,1,AMD Ryzen 5 5500,16,Windows 10,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,12,1,AMD Ryzen 5 5500,16,Windows 10,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,74,1,AMD Ryzen 5 5500,16,Windows 10,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,32,1,AMD Ryzen 5 5500,16,Windows 10,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,69,1,AMD Ryzen 5 5500,16,Windows 10,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,3,1,AMD Ryzen 5 5500,16,Windows 10,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,35,1,AMD Ryzen 5 5500,16,Windows 10,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,23,1,AMD Ryzen 5 5500,16,Windows 10,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,71,1,AMD Ryzen 5 5500,16,Windows 10,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,218,1,AMD Ryzen 5 5500,16,Windows 10,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,194,1,AMD Ryzen 5 5500,16,Windows 10,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,819,1,AMD Ryzen 5 5500,16,Windows 10,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,40,1,AMD Ryzen 5 5500,16,Windows 10,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,4,1,AMD Ryzen 5 5500,16,Windows 10,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4106,1,AMD Ryzen 5 5500,16,Windows 10,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,34,1,AMD Ryzen 5 5500,16,Windows 10,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,94232,1,AMD Ryzen 5 5500,16,Windows 10,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,7,1,AMD Ryzen 5 5500,16,Windows 10,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,39,1,AMD Ryzen 5 5500,16,Windows 10,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,6,1,AMD Ryzen 5 5500,16,Windows 10,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2963,1,AMD Ryzen 5 5500,16,Windows 10,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,1,AMD Ryzen 5 5500,16,Windows 10,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,32,1,AMD Ryzen 5 5500,16,Windows 10,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,66636,1,AMD Ryzen 5 5500,16,Windows 10,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,11,1,AMD Ryzen 5 5500,16,Windows 10,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,8,1,AMD Ryzen 5 5500,16,Windows 10,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,5,1,AMD Ryzen 5 5500,16,Windows 10,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,11,1,AMD Ryzen 5 5500,16,Windows 10,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,67,1,AMD Ryzen 5 5500,16,Windows 10,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,32,1,AMD Ryzen 5 5500,16,Windows 10,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,63,1,AMD Ryzen 5 5500,16,Windows 10,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,3,1,AMD Ryzen 5 5500,16,Windows 10,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,24,1,AMD Ryzen 5 5500,16,Windows 10,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,20,1,AMD Ryzen 5 5500,16,Windows 10,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,79,1,AMD Ryzen 5 5500,16,Windows 10,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,233,1,AMD Ryzen 5 5500,16,Windows 10,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,186,1,AMD Ryzen 5 5500,16,Windows 10,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,802,1,AMD Ryzen 5 5500,16,Windows 10,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,37,1,AMD Ryzen 5 5500,16,Windows 10,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,5,1,AMD Ryzen 5 5500,16,Windows 10,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3898,1,AMD Ryzen 5 5500,16,Windows 10,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,22,1,AMD Ryzen 5 5500,16,Windows 10,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,95955,1,AMD Ryzen 5 5500,16,Windows 10,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,6,1,AMD Ryzen 5 5500,16,Windows 10,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,26,1,AMD Ryzen 5 5500,16,Windows 10,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,3,1,AMD Ryzen 5 5500,16,Windows 10,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2871,1,AMD Ryzen 5 5500,16,Windows 10,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,1,AMD Ryzen 5 5500,16,Windows 10,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,31,1,AMD Ryzen 5 5500,16,Windows 10,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,65788,1,AMD Ryzen 5 5500,16,Windows 10,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,10,1,AMD Ryzen 5 5500,16,Windows 10,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,10,1,AMD Ryzen 5 5500,16,Windows 10,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,5,1,AMD Ryzen 5 5500,16,Windows 10,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,10,1,AMD Ryzen 5 5500,16,Windows 10,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,66,1,AMD Ryzen 5 5500,16,Windows 10,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,32,1,AMD Ryzen 5 5500,16,Windows 10,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,62,1,AMD Ryzen 5 5500,16,Windows 10,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,24,1,AMD Ryzen 5 5500,16,Windows 10,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,21,1,AMD Ryzen 5 5500,16,Windows 10,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,92,1,AMD Ryzen 5 5500,16,Windows 10,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,257,1,AMD Ryzen 5 5500,16,Windows 10,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,194,1,AMD Ryzen 5 5500,16,Windows 10,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,832,1,AMD Ryzen 5 5500,16,Windows 10,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,39,1,AMD Ryzen 5 5500,16,Windows 10,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,10,1,AMD Ryzen 5 5500,16,Windows 10,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,4094,1,AMD Ryzen 5 5500,16,Windows 10,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,1,1,AMD Ryzen 5 5500,16,Windows 10,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,29,1,AMD Ryzen 5 5500,16,Windows 10,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,94207,1,AMD Ryzen 5 5500,16,Windows 10,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,7,1,AMD Ryzen 5 5500,16,Windows 10,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,27,1,AMD Ryzen 5 5500,16,Windows 10,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,6,1,AMD Ryzen 5 5500,16,Windows 10,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,3059,1,AMD Ryzen 5 5500,16,Windows 10,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,1,AMD Ryzen 5 5500,16,Windows 10,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,36,1,AMD Ryzen 5 5500,16,Windows 10,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,68214,1,AMD Ryzen 5 5500,16,Windows 10,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,10,1,AMD Ryzen 5 5500,16,Windows 10,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,9,1,AMD Ryzen 5 5500,16,Windows 10,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,6,1,AMD Ryzen 5 5500,16,Windows 10,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,11,1,AMD Ryzen 5 5500,16,Windows 10,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,78,1,AMD Ryzen 5 5500,16,Windows 10,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,31,1,AMD Ryzen 5 5500,16,Windows 10,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,61,1,AMD Ryzen 5 5500,16,Windows 10,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,3,1,AMD Ryzen 5 5500,16,Windows 10,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,27,1,AMD Ryzen 5 5500,16,Windows 10,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,24,1,AMD Ryzen 5 5500,16,Windows 10,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,64,1,AMD Ryzen 5 5500,16,Windows 10,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,258,1,AMD Ryzen 5 5500,16,Windows 10,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,195,1,AMD Ryzen 5 5500,16,Windows 10,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,789,1,AMD Ryzen 5 5500,16,Windows 10,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,38,1,AMD Ryzen 5 5500,16,Windows 10,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,5,1,AMD Ryzen 5 5500,16,Windows 10,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3848,1,AMD Ryzen 5 5500,16,Windows 10,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,20,1,AMD Ryzen 5 5500,16,Windows 10,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,94856,1,AMD Ryzen 5 5500,16,Windows 10,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,7,1,AMD Ryzen 5 5500,16,Windows 10,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,7,1,AMD Ryzen 5 5500,16,Windows 10,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,41,1,AMD Ryzen 5 5500,16,Windows 10,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,1,AMD Ryzen 5 5500,16,Windows 10,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,3023,1,AMD Ryzen 5 5500,16,Windows 10,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,3,1,AMD Ryzen 5 5500,16,Windows 10,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,54,1,AMD Ryzen 5 5500,16,Windows 10,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,64711,1,AMD Ryzen 5 5500,16,Windows 10,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,10,1,AMD Ryzen 5 5500,16,Windows 10,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,8,1,AMD Ryzen 5 5500,16,Windows 10,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,5,1,AMD Ryzen 5 5500,16,Windows 10,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,11,1,AMD Ryzen 5 5500,16,Windows 10,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,73,1,AMD Ryzen 5 5500,16,Windows 10,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,31,1,AMD Ryzen 5 5500,16,Windows 10,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,60,1,AMD Ryzen 5 5500,16,Windows 10,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,30,1,AMD Ryzen 5 5500,16,Windows 10,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,23,1,AMD Ryzen 5 5500,16,Windows 10,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,93,1,AMD Ryzen 5 5500,16,Windows 10,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,236,1,AMD Ryzen 5 5500,16,Windows 10,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,267,1,AMD Ryzen 5 5500,16,Windows 10,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,825,1,AMD Ryzen 5 5500,16,Windows 10,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,36,1,AMD Ryzen 5 5500,16,Windows 10,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,4,1,AMD Ryzen 5 5500,16,Windows 10,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,3989,1,AMD Ryzen 5 5500,16,Windows 10,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,1,1,AMD Ryzen 5 5500,16,Windows 10,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,30,1,AMD Ryzen 5 5500,16,Windows 10,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,94497,1,AMD Ryzen 5 5500,16,Windows 10,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,7,1,AMD Ryzen 5 5500,16,Windows 10,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,30,1,AMD Ryzen 5 5500,16,Windows 10,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,1,AMD Ryzen 5 5500,16,Windows 10,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2820,1,AMD Ryzen 5 5500,16,Windows 10,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,1,AMD Ryzen 5 5500,16,Windows 10,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,38,1,AMD Ryzen 5 5500,16,Windows 10,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,67819,1,AMD Ryzen 5 5500,16,Windows 10,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,10,1,AMD Ryzen 5 5500,16,Windows 10,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,0,1,AMD Ryzen 5 5500,16,Windows 10,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,1,AMD Ryzen 5 5500,16,Windows 10,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,9,1,AMD Ryzen 5 5500,16,Windows 10,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,5,1,AMD Ryzen 5 5500,16,Windows 10,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,11,1,AMD Ryzen 5 5500,16,Windows 10,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,65,1,AMD Ryzen 5 5500,16,Windows 10,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,31,1,AMD Ryzen 5 5500,16,Windows 10,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,61,1,AMD Ryzen 5 5500,16,Windows 10,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,1,AMD Ryzen 5 5500,16,Windows 10,1.362 a 1.912,1.637,1.548
